checkpoint_fold,train_index,sample_id,video_id,outer_fold,judge_fold,inner_valid_outer0,inner_valid_outer1,label,self_risk_role
0,69,-egA8-b7-3M$_$15,-egA8-b7-3M,0,1,0,1,0,inner_train
0,70,-egA8-b7-3M$_$17,-egA8-b7-3M,0,1,0,1,0.3333333433,inner_train
0,71,-egA8-b7-3M$_$23,-egA8-b7-3M,0,1,0,1,0,inner_train
0,72,-egA8-b7-3M$_$18,-egA8-b7-3M,0,1,0,1,1,inner_train
0,73,-egA8-b7-3M$_$16,-egA8-b7-3M,0,1,0,1,0.6666666865,inner_train
0,74,-egA8-b7-3M$_$13,-egA8-b7-3M,0,1,0,1,0.3333333433,inner_train
0,75,-egA8-b7-3M$_$1,-egA8-b7-3M,0,1,0,1,0.6666666865,inner_train
0,76,-egA8-b7-3M$_$3,-egA8-b7-3M,0,1,0,1,0.6666666865,inner_train
0,77,-egA8-b7-3M$_$2,-egA8-b7-3M,0,1,0,1,0,inner_train
0,78,-egA8-b7-3M$_$5,-egA8-b7-3M,0,1,0,1,0.3333333433,inner_train
0,79,-egA8-b7-3M$_$25,-egA8-b7-3M,0,1,0,1,1.333333373,inner_train
0,80,-egA8-b7-3M$_$6,-egA8-b7-3M,0,1,0,1,0.6666666865,inner_train
0,81,-egA8-b7-3M$_$9,-egA8-b7-3M,0,1,0,1,0.3333333433,inner_train
0,82,-egA8-b7-3M$_$20,-egA8-b7-3M,0,1,0,1,0.3333333433,inner_train
0,83,-iRBcNs9oI8$_$11,-iRBcNs9oI8,0,0,0,0,0,inner_train
0,84,-iRBcNs9oI8$_$10,-iRBcNs9oI8,0,0,0,0,2,inner_train
0,85,-iRBcNs9oI8$_$1,-iRBcNs9oI8,0,0,0,0,1.666666627,inner_train
0,86,-iRBcNs9oI8$_$3,-iRBcNs9oI8,0,0,0,0,0.6666666865,inner_train
0,87,-iRBcNs9oI8$_$2,-iRBcNs9oI8,0,0,0,0,1,inner_train
0,88,-iRBcNs9oI8$_$5,-iRBcNs9oI8,0,0,0,0,0,inner_train
0,89,-iRBcNs9oI8$_$7,-iRBcNs9oI8,0,0,0,0,0.6666666865,inner_train
0,90,-iRBcNs9oI8$_$6,-iRBcNs9oI8,0,0,0,0,0.3333333433,inner_train
0,91,-iRBcNs9oI8$_$9,-iRBcNs9oI8,0,0,0,0,1.333333373,inner_train
0,92,-iRBcNs9oI8$_$8,-iRBcNs9oI8,0,0,0,0,1,inner_train
0,93,-lqc32Zpr7M$_$0,-lqc32Zpr7M,0,1,0,0,0,inner_train
0,94,-lqc32Zpr7M$_$5,-lqc32Zpr7M,0,1,0,0,-0.6666666865,inner_train
0,95,-lqc32Zpr7M$_$10,-lqc32Zpr7M,0,1,0,0,0.3333333433,inner_train
0,96,-lqc32Zpr7M$_$18,-lqc32Zpr7M,0,1,0,0,-0.6666666865,inner_train
0,111,-mqbVkbCndg$_$1,-mqbVkbCndg,0,0,0,0,0,inner_train
0,112,-mqbVkbCndg$_$0,-mqbVkbCndg,0,0,0,0,0,inner_train
0,113,-mqbVkbCndg$_$4,-mqbVkbCndg,0,0,0,0,0.3333333433,inner_train
0,114,-t217m2on-s$_$2,-t217m2on-s,0,0,0,0,0.6666666865,inner_train
0,115,-t217m2on-s$_$7,-t217m2on-s,0,0,0,0,-0.6666666865,inner_train
0,119,-tPCytz4rww$_$11,-tPCytz4rww,0,1,0,0,0,inner_train
0,120,-tPCytz4rww$_$10,-tPCytz4rww,0,1,0,0,0,inner_train
0,121,-tPCytz4rww$_$12,-tPCytz4rww,0,1,0,0,0,inner_train
0,122,-tPCytz4rww$_$21,-tPCytz4rww,0,1,0,0,0,inner_train
0,123,-tPCytz4rww$_$16,-tPCytz4rww,0,1,0,0,0,inner_train
0,124,-tPCytz4rww$_$18,-tPCytz4rww,0,1,0,0,0,inner_train
0,132,-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,0,0,0.3333333433,inner_train
0,133,-wny0OAz3g8$_$0,-wny0OAz3g8,0,0,0,0,0.3333333433,inner_train
0,134,-wny0OAz3g8$_$3,-wny0OAz3g8,0,0,0,0,-1.333333373,inner_train
0,135,-wny0OAz3g8$_$2,-wny0OAz3g8,0,0,0,0,-0.3333333433,inner_train
0,136,-wny0OAz3g8$_$5,-wny0OAz3g8,0,0,0,0,1,inner_train
0,137,-wny0OAz3g8$_$4,-wny0OAz3g8,0,0,0,0,0,inner_train
0,138,-wny0OAz3g8$_$7,-wny0OAz3g8,0,0,0,0,0,inner_train
0,139,-wny0OAz3g8$_$9,-wny0OAz3g8,0,0,0,0,0.6666666865,inner_train
0,140,-wny0OAz3g8$_$8,-wny0OAz3g8,0,0,0,0,0,inner_train
0,141,03X1FwF6udc$_$17,03X1FwF6udc,0,0,0,0,0.3333333433,inner_train
0,142,03X1FwF6udc$_$22,03X1FwF6udc,0,0,0,0,0.6666666865,inner_train
0,143,03X1FwF6udc$_$19,03X1FwF6udc,0,0,0,0,0,inner_train
0,144,03X1FwF6udc$_$31,03X1FwF6udc,0,0,0,0,0.3333333433,inner_train
0,145,03X1FwF6udc$_$5,03X1FwF6udc,0,0,0,0,0.6666666865,inner_train
0,146,03X1FwF6udc$_$4,03X1FwF6udc,0,0,0,0,0,inner_train
0,147,03X1FwF6udc$_$9,03X1FwF6udc,0,0,0,0,0.3333333433,inner_train
0,151,08d4NTXkSxw$_$1,08d4NTXkSxw,0,1,0,0,0,inner_train
0,152,08d4NTXkSxw$_$3,08d4NTXkSxw,0,1,0,0,0.3333333433,inner_train
0,153,08d4NTXkSxw$_$2,08d4NTXkSxw,0,1,0,0,0,inner_train
0,154,08d4NTXkSxw$_$5,08d4NTXkSxw,0,1,0,0,0,inner_train
0,155,0AA-wmk8WdA$_$1,0AA-wmk8WdA,0,0,1,0,0.3333333433,inner_train
0,156,0AA-wmk8WdA$_$10,0AA-wmk8WdA,0,0,1,0,1,inner_train
0,157,0AkGtPzl7D8$_$4,0AkGtPzl7D8,0,1,0,0,0.6666666865,inner_train
0,158,0BVed2nBq1g$_$1,0BVed2nBq1g,0,0,0,0,0.6666666865,inner_train
0,159,0BVed2nBq1g$_$0,0BVed2nBq1g,0,0,0,0,0,inner_train
0,160,0BVed2nBq1g$_$3,0BVed2nBq1g,0,0,0,0,-0.6666666865,inner_train
0,161,0BVed2nBq1g$_$2,0BVed2nBq1g,0,0,0,0,-0.3333333433,inner_train
0,162,0BVed2nBq1g$_$4,0BVed2nBq1g,0,0,0,0,-0.3333333433,inner_train
0,163,0BVed2nBq1g$_$7,0BVed2nBq1g,0,0,0,0,0.6666666865,inner_train
0,164,0BVed2nBq1g$_$6,0BVed2nBq1g,0,0,0,0,0,inner_train
0,165,0DBfvvIVmqY$_$11,0DBfvvIVmqY,0,1,0,0,0.3333333433,inner_train
0,166,0DBfvvIVmqY$_$13,0DBfvvIVmqY,0,1,0,0,0.3333333433,inner_train
0,167,0DBfvvIVmqY$_$12,0DBfvvIVmqY,0,1,0,0,1.333333373,inner_train
0,168,0DBfvvIVmqY$_$14,0DBfvvIVmqY,0,1,0,0,0.6666666865,inner_train
0,169,0DBfvvIVmqY$_$1,0DBfvvIVmqY,0,1,0,0,1,inner_train
0,170,0DBfvvIVmqY$_$3,0DBfvvIVmqY,0,1,0,0,1.333333373,inner_train
0,171,0DBfvvIVmqY$_$5,0DBfvvIVmqY,0,1,0,0,0.3333333433,inner_train
0,172,0DBfvvIVmqY$_$4,0DBfvvIVmqY,0,1,0,0,0.3333333433,inner_train
0,173,0DBfvvIVmqY$_$7,0DBfvvIVmqY,0,1,0,0,0.6666666865,inner_train
0,174,0DBfvvIVmqY$_$9,0DBfvvIVmqY,0,1,0,0,0.6666666865,inner_train
0,175,0DBfvvIVmqY$_$8,0DBfvvIVmqY,0,1,0,0,2.333333254,inner_train
0,176,0EAAfLCQabY$_$1,0EAAfLCQabY,0,0,0,0,-0.6666666865,outer
0,177,0EAAfLCQabY$_$0,0EAAfLCQabY,0,0,0,0,-0.3333333433,outer
0,178,0EAAfLCQabY$_$2,0EAAfLCQabY,0,0,0,0,-0.6666666865,outer
0,185,0FA32bEZ6xI$_$24,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,186,0FA32bEZ6xI$_$25,0FA32bEZ6xI,0,0,0,0,0.6666666865,inner_train
0,187,0FA32bEZ6xI$_$26,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,188,0FA32bEZ6xI$_$27,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,189,0FA32bEZ6xI$_$20,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,190,0FA32bEZ6xI$_$21,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,191,0FA32bEZ6xI$_$22,0FA32bEZ6xI,0,0,0,0,0.6666666865,inner_train
0,192,0FA32bEZ6xI$_$23,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,193,0FA32bEZ6xI$_$28,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,194,0FA32bEZ6xI$_$29,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,195,0FA32bEZ6xI$_$1,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,196,0FA32bEZ6xI$_$0,0FA32bEZ6xI,0,0,0,0,0.3333333433,inner_train
0,197,0FA32bEZ6xI$_$3,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,198,0FA32bEZ6xI$_$2,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,199,0FA32bEZ6xI$_$5,0FA32bEZ6xI,0,0,0,0,0.6666666865,inner_train
0,200,0FA32bEZ6xI$_$4,0FA32bEZ6xI,0,0,0,0,0.3333333433,inner_train
0,201,0FA32bEZ6xI$_$7,0FA32bEZ6xI,0,0,0,0,0.3333333433,inner_train
0,202,0FA32bEZ6xI$_$6,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,203,0FA32bEZ6xI$_$8,0FA32bEZ6xI,0,0,0,0,-0.6666666865,inner_train
0,204,0FA32bEZ6xI$_$11,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,205,0FA32bEZ6xI$_$10,0FA32bEZ6xI,0,0,0,0,1,inner_train
0,206,0FA32bEZ6xI$_$13,0FA32bEZ6xI,0,0,0,0,0.3333333433,inner_train
0,207,0FA32bEZ6xI$_$12,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,208,0FA32bEZ6xI$_$15,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,209,0FA32bEZ6xI$_$14,0FA32bEZ6xI,0,0,0,0,0.3333333433,inner_train
0,210,0FA32bEZ6xI$_$17,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,211,0FA32bEZ6xI$_$16,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,212,0FA32bEZ6xI$_$19,0FA32bEZ6xI,0,0,0,0,0.3333333433,inner_train
0,213,0FA32bEZ6xI$_$18,0FA32bEZ6xI,0,0,0,0,0,inner_train
0,222,0OC3wf9x3zQ$_$13,0OC3wf9x3zQ,0,0,0,0,0,inner_train
0,223,0OC3wf9x3zQ$_$14,0OC3wf9x3zQ,0,0,0,0,1.666666627,inner_train
0,224,0OC3wf9x3zQ$_$17,0OC3wf9x3zQ,0,0,0,0,0.3333333433,inner_train
0,225,0OC3wf9x3zQ$_$16,0OC3wf9x3zQ,0,0,0,0,0.3333333433,inner_train
0,226,0OC3wf9x3zQ$_$1,0OC3wf9x3zQ,0,0,0,0,0.3333333433,inner_train
0,227,0OC3wf9x3zQ$_$0,0OC3wf9x3zQ,0,0,0,0,0.3333333433,inner_train
0,228,0OC3wf9x3zQ$_$3,0OC3wf9x3zQ,0,0,0,0,1.666666627,inner_train
0,229,0OC3wf9x3zQ$_$4,0OC3wf9x3zQ,0,0,0,0,0.3333333433,inner_train
0,230,0OC3wf9x3zQ$_$7,0OC3wf9x3zQ,0,0,0,0,0,inner_train
0,231,0OC3wf9x3zQ$_$6,0OC3wf9x3zQ,0,0,0,0,0,inner_train
0,232,0OC3wf9x3zQ$_$9,0OC3wf9x3zQ,0,0,0,0,0,inner_train
0,233,0OXeN3MhFeA$_$20,0OXeN3MhFeA,0,1,0,0,0.3333333433,inner_train
0,234,0OXeN3MhFeA$_$19,0OXeN3MhFeA,0,1,0,0,-0.3333333433,inner_train
0,235,0OXeN3MhFeA$_$18,0OXeN3MhFeA,0,1,0,0,0.6666666865,inner_train
0,236,0OXeN3MhFeA$_$1,0OXeN3MhFeA,0,1,0,0,1.666666627,inner_train
0,237,0OXeN3MhFeA$_$0,0OXeN3MhFeA,0,1,0,0,1,inner_train
0,238,0OXeN3MhFeA$_$2,0OXeN3MhFeA,0,1,0,0,0.6666666865,inner_train
0,239,0OXeN3MhFeA$_$15,0OXeN3MhFeA,0,1,0,0,0.6666666865,inner_train
0,251,0WIwQgH4lKg$_$3,0WIwQgH4lKg,0,0,0,0,2,inner_train
0,252,0WIwQgH4lKg$_$2,0WIwQgH4lKg,0,0,0,0,1.666666627,inner_train
0,253,0WIwQgH4lKg$_$5,0WIwQgH4lKg,0,0,0,0,1.666666627,inner_train
0,254,0WIwQgH4lKg$_$7,0WIwQgH4lKg,0,0,0,0,0,inner_train
0,255,0WIwQgH4lKg$_$9,0WIwQgH4lKg,0,0,0,0,0.6666666865,inner_train
0,256,0WIwQgH4lKg$_$8,0WIwQgH4lKg,0,0,0,0,0.3333333433,inner_train
0,283,0bsTzavb-AE$_$1,0bsTzavb-AE,0,0,0,0,0.6666666865,inner_train
0,284,0bsTzavb-AE$_$3,0bsTzavb-AE,0,0,0,0,0.3333333433,inner_train
0,285,0bsTzavb-AE$_$2,0bsTzavb-AE,0,0,0,0,0,inner_train
0,286,0bsTzavb-AE$_$4,0bsTzavb-AE,0,0,0,0,0.3333333433,inner_train
0,287,0cBmQ_ItVUc$_$15,0cBmQ_ItVUc,0,0,0,0,-0.6666666865,inner_train
0,288,0cBmQ_ItVUc$_$14,0cBmQ_ItVUc,0,0,0,0,1.666666627,inner_train
0,289,0cBmQ_ItVUc$_$17,0cBmQ_ItVUc,0,0,0,0,1.333333373,inner_train
0,290,0cBmQ_ItVUc$_$16,0cBmQ_ItVUc,0,0,0,0,1,inner_train
0,291,0cBmQ_ItVUc$_$18,0cBmQ_ItVUc,0,0,0,0,2,inner_train
0,292,0cBmQ_ItVUc$_$1,0cBmQ_ItVUc,0,0,0,0,-0.6666666865,inner_train
0,293,0cBmQ_ItVUc$_$3,0cBmQ_ItVUc,0,0,0,0,0.6666666865,inner_train
0,294,0cBmQ_ItVUc$_$5,0cBmQ_ItVUc,0,0,0,0,-0.3333333433,inner_train
0,295,0cBmQ_ItVUc$_$7,0cBmQ_ItVUc,0,0,0,0,-2,inner_train
0,296,0cBmQ_ItVUc$_$6,0cBmQ_ItVUc,0,0,0,0,-1.333333373,inner_train
0,297,0cBmQ_ItVUc$_$9,0cBmQ_ItVUc,0,0,0,0,0.3333333433,inner_train
0,298,0hCOCt6fWas$_$15,0hCOCt6fWas,0,0,0,0,0.3333333433,inner_train
0,299,0hCOCt6fWas$_$14,0hCOCt6fWas,0,0,0,0,0,inner_train
0,300,0hCOCt6fWas$_$17,0hCOCt6fWas,0,0,0,0,0,inner_train
0,301,0hCOCt6fWas$_$20,0hCOCt6fWas,0,0,0,0,0,inner_train
0,302,0hCOCt6fWas$_$2,0hCOCt6fWas,0,0,0,0,0,inner_train
0,303,0hCOCt6fWas$_$8,0hCOCt6fWas,0,0,0,0,0.6666666865,inner_train
0,304,0hCihQ5Kep0$_$1,0hCihQ5Kep0,0,0,0,0,0.6666666865,inner_train
0,305,0hCihQ5Kep0$_$3,0hCihQ5Kep0,0,0,0,0,1.666666627,inner_train
0,306,0hCihQ5Kep0$_$4,0hCihQ5Kep0,0,0,0,0,1.666666627,inner_train
0,307,0jtdrsmVzYQ$_$5,0jtdrsmVzYQ,0,0,0,1,0,inner_train
0,308,0jtdrsmVzYQ$_$4,0jtdrsmVzYQ,0,0,0,1,-0.3333333433,inner_train
0,311,0nJrksJ7azM$_$1,0nJrksJ7azM,0,0,0,0,0,outer
0,312,0nJrksJ7azM$_$0,0nJrksJ7azM,0,0,0,0,1.333333373,outer
0,313,0nJrksJ7azM$_$3,0nJrksJ7azM,0,0,0,0,1.666666627,outer
0,314,0nJrksJ7azM$_$2,0nJrksJ7azM,0,0,0,0,0.6666666865,outer
0,315,0nJrksJ7azM$_$5,0nJrksJ7azM,0,0,0,0,1.333333373,outer
0,316,0nJrksJ7azM$_$6,0nJrksJ7azM,0,0,0,0,1.666666627,outer
0,333,0vXaXWx7Rvo$_$1,0vXaXWx7Rvo,0,0,0,0,0,inner_train
0,334,0vXaXWx7Rvo$_$0,0vXaXWx7Rvo,0,0,0,0,2.666666746,inner_train
0,335,0vXaXWx7Rvo$_$3,0vXaXWx7Rvo,0,0,0,0,1,inner_train
0,336,0vXaXWx7Rvo$_$5,0vXaXWx7Rvo,0,0,0,0,1,inner_train
0,337,0vXaXWx7Rvo$_$9,0vXaXWx7Rvo,0,0,0,0,0.6666666865,inner_train
0,338,0vXaXWx7Rvo$_$8,0vXaXWx7Rvo,0,0,0,0,0.3333333433,inner_train
0,339,0zl_GDVzykw$_$1,0zl_GDVzykw,0,1,0,0,-0.3333333433,outer
0,340,0zl_GDVzykw$_$5,0zl_GDVzykw,0,1,0,0,-0.3333333433,outer
0,369,102168$_$1,102168,0,1,1,0,0,inner_train
0,370,102168$_$0,102168,0,1,1,0,0.3333333433,inner_train
0,371,102168$_$3,102168,0,1,1,0,0,inner_train
0,372,102168$_$2,102168,0,1,1,0,0,inner_train
0,373,102168$_$4,102168,0,1,1,0,0,inner_train
0,374,102184$_$11,102184,0,1,1,0,-1.666666627,inner_train
0,375,102184$_$10,102184,0,1,1,0,-2.666666746,inner_train
0,376,102184$_$13,102184,0,1,1,0,-0.6666666865,inner_train
0,377,102184$_$12,102184,0,1,1,0,-1.333333373,inner_train
0,378,102184$_$1,102184,0,1,1,0,0.6666666865,inner_train
0,379,102184$_$0,102184,0,1,1,0,0,inner_train
0,380,102184$_$3,102184,0,1,1,0,1,inner_train
0,381,102184$_$2,102184,0,1,1,0,0.6666666865,inner_train
0,382,102184$_$5,102184,0,1,1,0,-2,inner_train
0,383,102184$_$4,102184,0,1,1,0,-2.666666746,inner_train
0,384,102184$_$7,102184,0,1,1,0,-1.666666627,inner_train
0,385,102184$_$6,102184,0,1,1,0,-1,inner_train
0,386,102184$_$9,102184,0,1,1,0,-2.666666746,inner_train
0,387,102184$_$8,102184,0,1,1,0,-2.666666746,inner_train
0,413,106514$_$11,106514,0,0,0,0,-0.3333333433,inner_train
0,414,106514$_$10,106514,0,0,0,0,-1,inner_train
0,415,106514$_$13,106514,0,0,0,0,-2.666666746,inner_train
0,416,106514$_$12,106514,0,0,0,0,-0.6666666865,inner_train
0,417,106514$_$15,106514,0,0,0,0,-1,inner_train
0,418,106514$_$14,106514,0,0,0,0,-1.333333373,inner_train
0,419,106514$_$17,106514,0,0,0,0,1,inner_train
0,420,106514$_$16,106514,0,0,0,0,0,inner_train
0,421,106514$_$1,106514,0,0,0,0,-1.666666627,inner_train
0,422,106514$_$0,106514,0,0,0,0,0.3333333433,inner_train
0,423,106514$_$3,106514,0,0,0,0,-2.333333254,inner_train
0,424,106514$_$2,106514,0,0,0,0,1.333333373,inner_train
0,425,106514$_$5,106514,0,0,0,0,-0.6666666865,inner_train
0,426,106514$_$4,106514,0,0,0,0,-2,inner_train
0,427,106514$_$7,106514,0,0,0,0,-0.6666666865,inner_train
0,428,106514$_$6,106514,0,0,0,0,-2.333333254,inner_train
0,429,106514$_$9,106514,0,0,0,0,-0.3333333433,inner_train
0,430,106514$_$8,106514,0,0,0,0,-1.666666627,inner_train
0,431,106941$_$11,106941,0,0,0,0,0.3333333433,outer
0,432,106941$_$10,106941,0,0,0,0,-2,outer
0,433,106941$_$12,106941,0,0,0,0,-1.666666627,outer
0,434,106941$_$1,106941,0,0,0,0,-1,outer
0,435,106941$_$0,106941,0,0,0,0,0,outer
0,436,106941$_$3,106941,0,0,0,0,-0.3333333433,outer
0,437,106941$_$2,106941,0,0,0,0,-0.6666666865,outer
0,438,106941$_$5,106941,0,0,0,0,0,outer
0,439,106941$_$4,106941,0,0,0,0,-1.666666627,outer
0,440,106941$_$7,106941,0,0,0,0,-1.666666627,outer
0,441,106941$_$6,106941,0,0,0,0,-1,outer
0,442,106941$_$9,106941,0,0,0,0,-0.6666666865,outer
0,443,106941$_$8,106941,0,0,0,0,-1.666666627,outer
0,444,107551$_$11,107551,0,0,0,0,-1,inner_train
0,445,107551$_$10,107551,0,0,0,0,-1.333333373,inner_train
0,446,107551$_$13,107551,0,0,0,0,-2,inner_train
0,447,107551$_$12,107551,0,0,0,0,-1,inner_train
0,448,107551$_$14,107551,0,0,0,0,-1.666666627,inner_train
0,449,107551$_$1,107551,0,0,0,0,0.3333333433,inner_train
0,450,107551$_$0,107551,0,0,0,0,0,inner_train
0,451,107551$_$3,107551,0,0,0,0,-1.333333373,inner_train
0,452,107551$_$2,107551,0,0,0,0,0.3333333433,inner_train
0,453,107551$_$5,107551,0,0,0,0,-2.333333254,inner_train
0,454,107551$_$4,107551,0,0,0,0,-1.333333373,inner_train
0,455,107551$_$7,107551,0,0,0,0,-0.6666666865,inner_train
0,456,107551$_$6,107551,0,0,0,0,0,inner_train
0,457,107551$_$9,107551,0,0,0,0,-1.333333373,inner_train
0,458,107551$_$8,107551,0,0,0,0,-1.333333373,inner_train
0,478,110203$_$1,110203,0,1,0,0,0,outer
0,479,110203$_$0,110203,0,1,0,0,0.3333333433,outer
0,480,110203$_$3,110203,0,1,0,0,-1,outer
0,481,110203$_$2,110203,0,1,0,0,0,outer
0,482,110203$_$5,110203,0,1,0,0,-2,outer
0,483,110203$_$4,110203,0,1,0,0,-1,outer
0,484,110203$_$7,110203,0,1,0,0,-1.333333373,outer
0,485,110203$_$6,110203,0,1,0,0,-2,outer
0,486,110203$_$9,110203,0,1,0,0,-0.6666666865,outer
0,487,110203$_$8,110203,0,1,0,0,-2,outer
0,488,110754$_$11,110754,0,0,0,1,-2,inner_train
0,489,110754$_$10,110754,0,0,0,1,-1.666666627,inner_train
0,490,110754$_$1,110754,0,0,0,1,0,inner_train
0,491,110754$_$0,110754,0,0,0,1,0,inner_train
0,492,110754$_$3,110754,0,0,0,1,0,inner_train
0,493,110754$_$2,110754,0,0,0,1,0,inner_train
0,494,110754$_$5,110754,0,0,0,1,0,inner_train
0,495,110754$_$4,110754,0,0,0,1,0,inner_train
0,496,110754$_$7,110754,0,0,0,1,0.6666666865,inner_train
0,497,110754$_$6,110754,0,0,0,1,0,inner_train
0,498,110754$_$9,110754,0,0,0,1,-1,inner_train
0,499,110754$_$8,110754,0,0,0,1,-2.333333254,inner_train
0,517,112148$_$11,112148,0,1,0,0,-0.3333333433,inner_valid
0,518,112148$_$10,112148,0,1,0,0,-1.666666627,inner_valid
0,519,112148$_$13,112148,0,1,0,0,-1,inner_valid
0,520,112148$_$12,112148,0,1,0,0,1,inner_valid
0,521,112148$_$1,112148,0,1,0,0,0,inner_valid
0,522,112148$_$0,112148,0,1,0,0,0,inner_valid
0,523,112148$_$3,112148,0,1,0,0,0,inner_valid
0,524,112148$_$2,112148,0,1,0,0,-1,inner_valid
0,525,112148$_$5,112148,0,1,0,0,-0.6666666865,inner_valid
0,526,112148$_$4,112148,0,1,0,0,-0.6666666865,inner_valid
0,527,112148$_$7,112148,0,1,0,0,-1.666666627,inner_valid
0,528,112148$_$6,112148,0,1,0,0,0.3333333433,inner_valid
